id_area,area_name,lat_deg,lat_min,lat_dir,lon_deg,lon_min,lon_dir,lat_dd,lon_dd,,
35,180-fm (329-m) Contour - Coastwide,47,52.13,N,125,12.95,W,47.8688,-125.2158,,
36,180-fm (329-m) Contour - Coastwide,47,50.60,N,125,10.65,W,47.8433,-125.1776,,
37,180-fm (329-m) Contour - Coastwide,47,49.39,N,125,10.59,W,47.8232,-125.1765,,
38,180-fm (329-m) Contour - Coastwide,47,48.74,N,125,06.07,W,47.8123,-125.1011,,
39,180-fm (329-m) Contour - Coastwide,47,47.03,N,125,06.95,W,47.7838,-125.1158,,
40,180-fm (329-m) Contour - Coastwide,47,47.46,N,125,05.20,W,47.7911,-125.0867,,
41,180-fm (329-m) Contour - Coastwide,47,45.88,N,125,04.50,W,47.7646,-125.0751,,
42,180-fm (329-m) Contour - Coastwide,47,44.51,N,125,06.64,W,47.7419,-125.1106,,
43,180-fm (329-m) Contour - Coastwide,47,42.22,N,125,04.86,W,47.7036,-125.0810,,
44,180-fm (329-m) Contour - Coastwide,47,38.49,N,125,06.32,W,47.6415,-125.1053,,
45,180-fm (329-m) Contour - Coastwide,47,34.93,N,125,04.34,W,47.5822,-125.0724,,
46,180-fm (329-m) Contour - Coastwide,47,30.85,N,124,57.42,W,47.5142,-124.9571,,
47,180-fm (329-m) Contour - Coastwide,47,28.80,N,124,56.51,W,47.4801,-124.9419,,
48,180-fm (329-m) Contour - Coastwide,47,29.25,N,124,53.92,W,47.4875,-124.8986,,
49,180-fm (329-m) Contour - Coastwide,47,28.29,N,124,51.32,W,47.4716,-124.8553,,
50,180-fm (329-m) Contour - Coastwide,47,24.04,N,124,47.38,W,47.4007,-124.7897,,
51,180-fm (329-m) Contour - Coastwide,47,18.24,N,124,45.97,W,47.3040,-124.7662,,
52,180-fm (329-m) Contour - Coastwide,47,19.36,N,124,50.96,W,47.3227,-124.8493,,
53,180-fm (329-m) Contour - Coastwide,47,18.07,N,124,53.38,W,47.3012,-124.8896,,
54,180-fm (329-m) Contour - Coastwide,47,17.73,N,124,52.83,W,47.2955,-124.8805,,
55,180-fm (329-m) Contour - Coastwide,47,17.77,N,124,51.56,W,47.2961,-124.8593,,
56,180-fm (329-m) Contour - Coastwide,47,16.84,N,124,50.94,W,47.2807,-124.8490,,
57,180-fm (329-m) Contour - Coastwide,47,16.01,N,124,53.36,W,47.2669,-124.8893,,
58,180-fm (329-m) Contour - Coastwide,47,14.32,N,124,52.73,W,47.2387,-124.8788,,
59,180-fm (329-m) Contour - Coastwide,47,11.97,N,124,56.81,W,47.1994,-124.9469,,
60,180-fm (329-m) Contour - Coastwide,47,12.93,N,124,58.47,W,47.2155,-124.9745,,
61,180-fm (329-m) Contour - Coastwide,47,09.43,N,124,57.99,W,47.1572,-124.9664,,
62,180-fm (329-m) Contour - Coastwide,47,09.36,N,124,59.29,W,47.1560,-124.9882,,
63,180-fm (329-m) Contour - Coastwide,47,05.88,N,124,59.06,W,47.0981,-124.9843,,
64,180-fm (329-m) Contour - Coastwide,47,03.64,N,124,56.07,W,47.0607,-124.9345,,
65,180-fm (329-m) Contour - Coastwide,47,01.00,N,124,59.69,W,47.0167,-124.9948,,
66,180-fm (329-m) Contour - Coastwide,46,58.72,N,124,59.17,W,46.9787,-124.9861,,
67,180-fm (329-m) Contour - Coastwide,46,58.30,N,125,00.60,W,46.9717,-125.0099,,
68,180-fm (329-m) Contour - Coastwide,46,55.61,N,125,01.19,W,46.9268,-125.0198,,
69,180-fm (329-m) Contour - Coastwide,46,56.96,N,124,58.85,W,46.9494,-124.9808,,
70,180-fm (329-m) Contour - Coastwide,46,55.91,N,124,54.98,W,46.9318,-124.9163,,
71,180-fm (329-m) Contour - Coastwide,46,54.55,N,124,54.21,W,46.9091,-124.9035,,
72,180-fm (329-m) Contour - Coastwide,46,56.80,N,124,50.55,W,46.9467,-124.8425,,
73,180-fm (329-m) Contour - Coastwide,46,54.87,N,124,49.59,W,46.9145,-124.8265,,
74,180-fm (329-m) Contour - Coastwide,46,54.63,N,124,53.48,W,46.9106,-124.8914,,
75,180-fm (329-m) Contour - Coastwide,46,52.33,N,124,54.75,W,46.8722,-124.9124,,
76,180-fm (329-m) Contour - Coastwide,46,45.12,N,124,51.82,W,46.7521,-124.8637,,
77,180-fm (329-m) Contour - Coastwide,46,39.20,N,124,47.02,W,46.6534,-124.7837,,
78,180-fm (329-m) Contour - Coastwide,46,38.17,N,124,45.16,W,46.6362,-124.7526,,
79,180-fm (329-m) Contour - Coastwide,46,33.45,N,124,36.61,W,46.5574,-124.6101,,
80,180-fm (329-m) Contour - Coastwide,46,33.37,N,124,30.21,W,46.5562,-124.5035,,
81,180-fm (329-m) Contour - Coastwide,46,31.67,N,124,31.41,W,46.5279,-124.5235,,
82,180-fm (329-m) Contour - Coastwide,46,27.87,N,124,32.04,W,46.4645,-124.5340,,
83,180-fm (329-m) Contour - Coastwide,46,21.01,N,124,37.63,W,46.3502,-124.6271,,
84,180-fm (329-m) Contour - Coastwide,46,18.58,N,124,38.92,W,46.3096,-124.6487,,
85,180-fm (329-m) Contour - Coastwide,46,16.00,N,124,23.57,W,46.2667,-124.3928,,
86,180-fm (329-m) Contour - Coastwide,46,12.85,N,124,35.52,W,46.2142,-124.5920,,
87,180-fm (329-m) Contour - Coastwide,46,12.27,N,124,38.69,W,46.2045,-124.6449,,
88,180-fm (329-m) Contour - Coastwide,46,08.71,N,124,41.27,W,46.1451,-124.6878,,
89,180-fm (329-m) Contour - Coastwide,46,05.80,N,124,42.11,W,46.0966,-124.7019,,
90,180-fm (329-m) Contour - Coastwide,46,02.84,N,124,48.05,W,46.0473,-124.8008,,
91,180-fm (329-m) Contour - Coastwide,46,02.41,N,124,48.16,W,46.0402,-124.8026,,
92,180-fm (329-m) Contour - Coastwide,45,58.96,N,124,43.97,W,45.9826,-124.7329,,
93,180-fm (329-m) Contour - Coastwide,45,47.05,N,124,43.25,W,45.7841,-124.7208,,
94,180-fm (329-m) Contour - Coastwide,45,46.00,N,124,43.31,W,45.7667,-124.7218,,
95,180-fm (329-m) Contour - Coastwide,45,44.22,N,124,44.55,W,45.7370,-124.7425,,
96,180-fm (329-m) Contour - Coastwide,45,34.97,N,124,31.95,W,45.5828,-124.5325,,
97,180-fm (329-m) Contour - Coastwide,45,20.25,N,124,25.18,W,45.3375,-124.4197,,
98,180-fm (329-m) Contour - Coastwide,45,13.09,N,124,21.61,W,45.2181,-124.3602,,
99,180-fm (329-m) Contour - Coastwide,45,09.59,N,124,22.78,W,45.1598,-124.3797,,
100,180-fm (329-m) Contour - Coastwide,45,03.83,N,124,26.21,W,45.0638,-124.4368,,
101,180-fm (329-m) Contour - Coastwide,45,00.22,N,124,28.31,W,45.0037,-124.4718,,
102,180-fm (329-m) Contour - Coastwide,44,53.53,N,124,32.98,W,44.8922,-124.5496,,
103,180-fm (329-m) Contour - Coastwide,44,40.79,N,124,45.76,W,44.6799,-124.7626,,
104,180-fm (329-m) Contour - Coastwide,44,41.35,N,124,48.03,W,44.6892,-124.8005,,
105,180-fm (329-m) Contour - Coastwide,44,40.27,N,124,49.11,W,44.6712,-124.8185,,
106,180-fm (329-m) Contour - Coastwide,44,38.52,N,124,49.11,W,44.6420,-124.8185,,
107,180-fm (329-m) Contour - Coastwide,44,38.25,N,124,46.47,W,44.6375,-124.7745,,
108,180-fm (329-m) Contour - Coastwide,44,28.84,N,124,47.09,W,44.4806,-124.7849,,
109,180-fm (329-m) Contour - Coastwide,44,23.24,N,124,49.96,W,44.3873,-124.8326,,
110,180-fm (329-m) Contour - Coastwide,44,13.07,N,124,58.34,W,44.2178,-124.9723,,
111,180-fm (329-m) Contour - Coastwide,44,08.30,N,124,58.23,W,44.1383,-124.9705,,
112,180-fm (329-m) Contour - Coastwide,43,57.99,N,124,57.83,W,43.9665,-124.9639,,
113,180-fm (329-m) Contour - Coastwide,43,51.43,N,124,52.02,W,43.8571,-124.8670,,
114,180-fm (329-m) Contour - Coastwide,43,50.72,N,124,39.23,W,43.8453,-124.6538,,
115,180-fm (329-m) Contour - Coastwide,43,39.04,N,124,37.82,W,43.6506,-124.6304,,
116,180-fm (329-m) Contour - Coastwide,43,27.76,N,124,39.76,W,43.4627,-124.6626,,
117,180-fm (329-m) Contour - Coastwide,43,20.83,N,124,42.70,W,43.3472,-124.7117,,
118,180-fm (329-m) Contour - Coastwide,43,20.22,N,124,42.92,W,43.3370,-124.7153,,
119,180-fm (329-m) Contour - Coastwide,43,13.07,N,124,46.03,W,43.2179,-124.7672,,
120,180-fm (329-m) Contour - Coastwide,43,10.43,N,124,50.27,W,43.1738,-124.8379,,
121,180-fm (329-m) Contour - Coastwide,43,08.83,N,124,50.93,W,43.1472,-124.8488,,
122,180-fm (329-m) Contour - Coastwide,43,05.89,N,124,51.60,W,43.0982,-124.8600,,
123,180-fm (329-m) Contour - Coastwide,43,04.60,N,124,53.01,W,43.0767,-124.8835,,
124,180-fm (329-m) Contour - Coastwide,43,02.64,N,124,52.01,W,43.0440,-124.8668,,
125,180-fm (329-m) Contour - Coastwide,43,00.39,N,124,51.77,W,43.0065,-124.8628,,
126,180-fm (329-m) Contour - Coastwide,42,58.00,N,124,52.99,W,42.9667,-124.8832,,
127,180-fm (329-m) Contour - Coastwide,42,57.56,N,124,54.10,W,42.9593,-124.9017,,
128,180-fm (329-m) Contour - Coastwide,42,53.82,N,124,55.76,W,42.8970,-124.9293,,
129,180-fm (329-m) Contour - Coastwide,42,53.20,N,124,53.56,W,42.8867,-124.8926,,
130,180-fm (329-m) Contour - Coastwide,42,50.00,N,124,52.36,W,42.8333,-124.8727,,
131,180-fm (329-m) Contour - Coastwide,42,50.00,N,124,52.36,W,42.8333,-124.8727,,
132,180-fm (329-m) Contour - Coastwide,42,49.43,N,124,52.03,W,42.8238,-124.8671,,
133,180-fm (329-m) Contour - Coastwide,42,47.68,N,124,47.72,W,42.7946,-124.7953,,
134,180-fm (329-m) Contour - Coastwide,42,46.17,N,124,44.05,W,42.7695,-124.7341,,
135,180-fm (329-m) Contour - Coastwide,42,41.67,N,124,44.36,W,42.6945,-124.7393,,
136,180-fm (329-m) Contour - Coastwide,42,40.50,N,124,43.86,W,42.6750,-124.7310,,
137,180-fm (329-m) Contour - Coastwide,42,38.79,N,124,42.88,W,42.6465,-124.7146,,
138,180-fm (329-m) Contour - Coastwide,42,32.39,N,124,45.38,W,42.5398,-124.7563,,
139,180-fm (329-m) Contour - Coastwide,42,32.08,N,124,43.44,W,42.5346,-124.7240,,
140,180-fm (329-m) Contour - Coastwide,42,30.98,N,124,43.84,W,42.5164,-124.7307,,
141,180-fm (329-m) Contour - Coastwide,42,28.37,N,124,48.91,W,42.4729,-124.8151,,
142,180-fm (329-m) Contour - Coastwide,42,20.07,N,124,41.59,W,42.3345,-124.6931,,
143,180-fm (329-m) Contour - Coastwide,42,15.05,N,124,38.07,W,42.2509,-124.6345,,
144,180-fm (329-m) Contour - Coastwide,42,13.67,N,124,37.77,W,42.2278,-124.6295,,
145,180-fm (329-m) Contour - Coastwide,42,07.37,N,124,37.25,W,42.1228,-124.6209,,
146,180-fm (329-m) Contour - Coastwide,42,04.93,N,124,36.79,W,42.0822,-124.6132,,
147,180-fm (329-m) Contour - Coastwide,42,00.00,N,124,36.26,W,42.0000,-124.6044,,
148,180-fm (329-m) Contour - Coastwide,41,47.60,N,124,29.75,W,41.7933,-124.4959,,
149,180-fm (329-m) Contour - Coastwide,41,22.07,N,124,29.55,W,41.3679,-124.4925,,
150,180-fm (329-m) Contour - Coastwide,41,13.58,N,124,24.17,W,41.2263,-124.4029,,
151,180-fm (329-m) Contour - Coastwide,41,06.51,N,124,23.07,W,41.1086,-124.3845,,
152,180-fm (329-m) Contour - Coastwide,40,55.20,N,124,27.46,W,40.9200,-124.4577,,
153,180-fm (329-m) Contour - Coastwide,40,49.76,N,124,27.17,W,40.8293,-124.4529,,
154,180-fm (329-m) Contour - Coastwide,40,45.79,N,124,30.37,W,40.7632,-124.5062,,
155,180-fm (329-m) Contour - Coastwide,40,40.31,N,124,32.47,W,40.6719,-124.5411,,
156,180-fm (329-m) Contour - Coastwide,40,37.42,N,124,37.20,W,40.6236,-124.6200,,
157,180-fm (329-m) Contour - Coastwide,40,36.03,N,124,39.97,W,40.6006,-124.6661,,
158,180-fm (329-m) Contour - Coastwide,40,31.48,N,124,40.95,W,40.5246,-124.6826,,
159,180-fm (329-m) Contour - Coastwide,40,30.22,N,124,37.80,W,40.5037,-124.6300,,
160,180-fm (329-m) Contour - Coastwide,40,27.29,N,124,37.10,W,40.4548,-124.6183,,
161,180-fm (329-m) Contour - Coastwide,40,24.81,N,124,35.82,W,40.4135,-124.5970,,
162,180-fm (329-m) Contour - Coastwide,40,22.00,N,124,30.01,W,40.3667,-124.5001,,
163,180-fm (329-m) Contour - Coastwide,40,16.84,N,124,29.87,W,40.2807,-124.4979,,
164,180-fm (329-m) Contour - Coastwide,40,17.06,N,124,35.51,W,40.2843,-124.5919,,
165,180-fm (329-m) Contour - Coastwide,40,16.41,N,124,39.10,W,40.2736,-124.6516,,
166,180-fm (329-m) Contour - Coastwide,40,10.00,N,124,23.56,W,40.1667,-124.3927,,
167,180-fm (329-m) Contour - Coastwide,40,06.67,N,124,19.08,W,40.1112,-124.3180,,
168,180-fm (329-m) Contour - Coastwide,40,08.10,N,124,16.71,W,40.1350,-124.2784,,
169,180-fm (329-m) Contour - Coastwide,40,05.90,N,124,17.77,W,40.0983,-124.2962,,
170,180-fm (329-m) Contour - Coastwide,40,02.80,N,124,16.28,W,40.0467,-124.2713,,
171,180-fm (329-m) Contour - Coastwide,40,01.98,N,124,12.99,W,40.0331,-124.2165,,
172,180-fm (329-m) Contour - Coastwide,40,01.53,N,124,09.82,W,40.0255,-124.1637,,
173,180-fm (329-m) Contour - Coastwide,39,58.28,N,124,12.93,W,39.9714,-124.2154,,
174,180-fm (329-m) Contour - Coastwide,39,57.06,N,124,12.03,W,39.9510,-124.2005,,
175,180-fm (329-m) Contour - Coastwide,39,56.31,N,124,08.98,W,39.9384,-124.1496,,
176,180-fm (329-m) Contour - Coastwide,39,55.20,N,124,07.98,W,39.9199,-124.1330,,
177,180-fm (329-m) Contour - Coastwide,39,52.57,N,124,09.04,W,39.8762,-124.1507,,
178,180-fm (329-m) Contour - Coastwide,39,42.78,N,124,02.11,W,39.7129,-124.0351,,
179,180-fm (329-m) Contour - Coastwide,39,34.76,N,123,58.51,W,39.5793,-123.9752,,
180,180-fm (329-m) Contour - Coastwide,39,34.22,N,123,56.82,W,39.5704,-123.9470,,
181,180-fm (329-m) Contour - Coastwide,39,32.98,N,123,56.43,W,39.5497,-123.9406,,
182,180-fm (329-m) Contour - Coastwide,39,32.14,N,123,58.83,W,39.5357,-123.9805,,
183,180-fm (329-m) Contour - Coastwide,39,07.79,N,123,58.72,W,39.1298,-123.9787,,
184,180-fm (329-m) Contour - Coastwide,39,00.99,N,123,57.56,W,39.0165,-123.9593,,
185,180-fm (329-m) Contour - Coastwide,39,00.05,N,123,56.83,W,39.0009,-123.9472,,
186,180-fm (329-m) Contour - Coastwide,38,57.50,N,123,57.22,W,38.9583,-123.9537,,
187,180-fm (329-m) Contour - Coastwide,38,56.28,N,123,57.53,W,38.9380,-123.9589,,
188,180-fm (329-m) Contour - Coastwide,38,56.01,N,123,58.72,W,38.9336,-123.9787,,
189,180-fm (329-m) Contour - Coastwide,38,52.41,N,123,56.38,W,38.8734,-123.9396,,
190,180-fm (329-m) Contour - Coastwide,38,46.81,N,123,51.46,W,38.7802,-123.8576,,
191,180-fm (329-m) Contour - Coastwide,38,45.56,N,123,51.32,W,38.7593,-123.8553,,
192,180-fm (329-m) Contour - Coastwide,38,43.24,N,123,49.91,W,38.7206,-123.8318,,
193,180-fm (329-m) Contour - Coastwide,38,41.42,N,123,47.22,W,38.6904,-123.7871,,
194,180-fm (329-m) Contour - Coastwide,38,40.97,N,123,47.80,W,38.6828,-123.7967,,
195,180-fm (329-m) Contour - Coastwide,38,38.58,N,123,46.07,W,38.6429,-123.7678,,
196,180-fm (329-m) Contour - Coastwide,38,37.38,N,123,43.80,W,38.6230,-123.7299,,
197,180-fm (329-m) Contour - Coastwide,38,33.86,N,123,41.51,W,38.5643,-123.6919,,
198,180-fm (329-m) Contour - Coastwide,38,29.45,N,123,38.42,W,38.4909,-123.6403,,
199,180-fm (329-m) Contour - Coastwide,38,28.20,N,123,38.17,W,38.4699,-123.6361,,
200,180-fm (329-m) Contour - Coastwide,38,24.09,N,123,35.26,W,38.4016,-123.5877,,
201,180-fm (329-m) Contour - Coastwide,38,16.72,N,123,31.42,W,38.2786,-123.5237,,
202,180-fm (329-m) Contour - Coastwide,38,15.32,N,123,29.33,W,38.2553,-123.4888,,
203,180-fm (329-m) Contour - Coastwide,38,14.45,N,123,26.15,W,38.2409,-123.4359,,
204,180-fm (329-m) Contour - Coastwide,38,10.26,N,123,25.43,W,38.1709,-123.4238,,
205,180-fm (329-m) Contour - Coastwide,38,12.61,N,123,28.08,W,38.2102,-123.4679,,
206,180-fm (329-m) Contour - Coastwide,38,11.98,N,123,29.35,W,38.1996,-123.4891,,
207,180-fm (329-m) Contour - Coastwide,38,08.23,N,123,28.04,W,38.1371,-123.4673,,
208,180-fm (329-m) Contour - Coastwide,38,06.39,N,123,30.59,W,38.1065,-123.5098,,
209,180-fm (329-m) Contour - Coastwide,38,04.25,N,123,31.81,W,38.0708,-123.5301,,
210,180-fm (329-m) Contour - Coastwide,38,02.08,N,123,31.27,W,38.0346,-123.5212,,
211,180-fm (329-m) Contour - Coastwide,38,00.17,N,123,29.43,W,38.0029,-123.4905,,
212,180-fm (329-m) Contour - Coastwide,38,00.00,N,123,28.55,W,38.0000,-123.4758,,
213,180-fm (329-m) Contour - Coastwide,37,58.24,N,123,26.91,W,37.9706,-123.4485,,
214,180-fm (329-m) Contour - Coastwide,37,55.32,N,123,27.19,W,37.9220,-123.4532,,
215,180-fm (329-m) Contour - Coastwide,37,51.52,N,123,25.01,W,37.8586,-123.4168,,
216,180-fm (329-m) Contour - Coastwide,37,44.21,N,123,11.38,W,37.7369,-123.1896,,
217,180-fm (329-m) Contour - Coastwide,37,35.67,N,123,01.86,W,37.5945,-123.0311,,
218,180-fm (329-m) Contour - Coastwide,37,14.29,N,122,52.99,W,37.2382,-122.8832,,
219,180-fm (329-m) Contour - Coastwide,37,11.00,N,122,49.28,W,37.1833,-122.8213,,
220,180-fm (329-m) Contour - Coastwide,37,07.00,N,122,44.65,W,37.1167,-122.7442,,
221,180-fm (329-m) Contour - Coastwide,37,00.86,N,122,37.55,W,37.0144,-122.6259,,
222,180-fm (329-m) Contour - Coastwide,36,59.71,N,122,33.73,W,36.9952,-122.5621,,
223,180-fm (329-m) Contour - Coastwide,36,57.98,N,122,27.80,W,36.9664,-122.4633,,
224,180-fm (329-m) Contour - Coastwide,36,59.83,N,122,25.17,W,36.9972,-122.4195,,
225,180-fm (329-m) Contour - Coastwide,36,57.21,N,122,25.17,W,36.9535,-122.4195,,
226,180-fm (329-m) Contour - Coastwide,36,57.79,N,122,22.28,W,36.9632,-122.3714,,
227,180-fm (329-m) Contour - Coastwide,36,55.86,N,122,21.99,W,36.9311,-122.3666,,
228,180-fm (329-m) Contour - Coastwide,36,52.06,N,122,12.12,W,36.8676,-122.2020,,
229,180-fm (329-m) Contour - Coastwide,36,47.63,N,122,07.40,W,36.7938,-122.1233,,
230,180-fm (329-m) Contour - Coastwide,36,47.26,N,122,03.23,W,36.7877,-122.0539,,
231,180-fm (329-m) Contour - Coastwide,36,49.53,N,121,59.35,W,36.8255,-121.9891,,
232,180-fm (329-m) Contour - Coastwide,36,44.81,N,121,58.29,W,36.7468,-121.9716,,
233,180-fm (329-m) Contour - Coastwide,36,38.95,N,122,02.02,W,36.6492,-122.0337,,
234,180-fm (329-m) Contour - Coastwide,36,23.43,N,121,59.76,W,36.3904,-121.9960,,
235,180-fm (329-m) Contour - Coastwide,36,19.66,N,122,06.25,W,36.3276,-122.1041,,
236,180-fm (329-m) Contour - Coastwide,36,14.78,N,122,01.52,W,36.2464,-122.0253,,
237,180-fm (329-m) Contour - Coastwide,36,13.64,N,121,57.83,W,36.2273,-121.9639,,
238,180-fm (329-m) Contour - Coastwide,36,09.99,N,121,43.48,W,36.1665,-121.7247,,
239,180-fm (329-m) Contour - Coastwide,36,00.00,N,121,36.95,W,36.0000,-121.6158,,
240,180-fm (329-m) Contour - Coastwide,35,57.09,N,121,34.16,W,35.9514,-121.5694,,
241,180-fm (329-m) Contour - Coastwide,35,52.71,N,121,32.32,W,35.8786,-121.5386,,
242,180-fm (329-m) Contour - Coastwide,35,51.23,N,121,30.54,W,35.8539,-121.5091,,
243,180-fm (329-m) Contour - Coastwide,35,46.07,N,121,29.75,W,35.7679,-121.4958,,
244,180-fm (329-m) Contour - Coastwide,35,34.08,N,121,19.83,W,35.5680,-121.3304,,
245,180-fm (329-m) Contour - Coastwide,35,31.41,N,121,14.80,W,35.5235,-121.2466,,
246,180-fm (329-m) Contour - Coastwide,35,15.42,N,121,03.47,W,35.2571,-121.0578,,
247,180-fm (329-m) Contour - Coastwide,35,07.70,N,120,59.31,W,35.1283,-120.9886,,
248,180-fm (329-m) Contour - Coastwide,34,57.27,N,120,56.93,W,34.9545,-120.9489,,
249,180-fm (329-m) Contour - Coastwide,34,44.27,N,120,57.65,W,34.7378,-120.9609,,
250,180-fm (329-m) Contour - Coastwide,34,32.75,N,120,50.08,W,34.5458,-120.8347,,
251,180-fm (329-m) Contour - Coastwide,34,27.00,N,120,41.50,W,34.4500,-120.6917,,
252,180-fm (329-m) Contour - Coastwide,34,20.00,N,120,30.99,W,34.3334,-120.5166,,
253,180-fm (329-m) Contour - Coastwide,34,19.15,N,120,19.78,W,34.3192,-120.3296,,
254,180-fm (329-m) Contour - Coastwide,34,23.24,N,120,14.17,W,34.3874,-120.2361,,
255,180-fm (329-m) Contour - Coastwide,34,21.35,N,119,54.89,W,34.3558,-119.9148,,
256,180-fm (329-m) Contour - Coastwide,34,09.79,N,119,44.51,W,34.1632,-119.7419,,
257,180-fm (329-m) Contour - Coastwide,34,07.34,N,120,06.71,W,34.1224,-120.1118,,
258,180-fm (329-m) Contour - Coastwide,34,09.74,N,120,19.78,W,34.1623,-120.3296,,
259,180-fm (329-m) Contour - Coastwide,34,13.95,N,120,29.78,W,34.2324,-120.4963,,
260,180-fm (329-m) Contour - Coastwide,34,09.41,N,120,37.75,W,34.1569,-120.6292,,
261,180-fm (329-m) Contour - Coastwide,34,03.39,N,120,35.26,W,34.0564,-120.5876,,
262,180-fm (329-m) Contour - Coastwide,33,56.82,N,120,28.30,W,33.9470,-120.4716,,
263,180-fm (329-m) Contour - Coastwide,33,50.71,N,120,09.24,W,33.8452,-120.1540,,
264,180-fm (329-m) Contour - Coastwide,33,38.21,N,119,59.90,W,33.6368,-119.9983,,
265,180-fm (329-m) Contour - Coastwide,33,35.35,N,119,51.95,W,33.5891,-119.8658,,
266,180-fm (329-m) Contour - Coastwide,33,35.99,N,119,49.13,W,33.5999,-119.8188,,
267,180-fm (329-m) Contour - Coastwide,33,42.74,N,119,47.80,W,33.7124,-119.7967,,
268,180-fm (329-m) Contour - Coastwide,33,53.65,N,119,53.29,W,33.8942,-119.8881,,
269,180-fm (329-m) Contour - Coastwide,33,57.85,N,119,31.05,W,33.9642,-119.5174,,
270,180-fm (329-m) Contour - Coastwide,33,56.78,N,119,27.44,W,33.9463,-119.4573,,
271,180-fm (329-m) Contour - Coastwide,33,58.03,N,119,27.82,W,33.9672,-119.4637,,
272,180-fm (329-m) Contour - Coastwide,33,59.31,N,119,20.02,W,33.9885,-119.3336,,
273,180-fm (329-m) Contour - Coastwide,34,02.91,N,119,15.38,W,34.0485,-119.2564,,
274,180-fm (329-m) Contour - Coastwide,33,59.04,N,119,03.02,W,33.9840,-119.0503,,
275,180-fm (329-m) Contour - Coastwide,33,57.88,N,118,41.69,W,33.9647,-118.6949,,
276,180-fm (329-m) Contour - Coastwide,33,50.89,N,118,37.78,W,33.8482,-118.6296,,
277,180-fm (329-m) Contour - Coastwide,33,39.54,N,118,18.70,W,33.6591,-118.3117,,
